file_name,catalog_number,ids
NK+43%2F20.zip,NK 43/20,318311
NKI+70%2F35.zip,NKI 70/35,318323
NKI+38%2F30.zip,NKI 38/30,318307
NK+80%2F25.zip,NK 80/25,318324
,NKI 30/20,318302
,NKI 28/20,318300
NK+47%2F20.zip,NK 47/20,318314
NK+32%2F30.zip,NK 32/30,318304
NKI+42%2F20.zip,NKI 42/20,318308
NKI+38%2F20.zip,NKI 38/20,318305
NKI+42%2F30.zip,NKI 42/30,318310
NK+43%2F30.zip,NK 43/30,318312
NK+38%2F30.zip,NK 38/30,318306
NKI+60%2F35.zip,NKI 60/35,318320
NK+19%2F20.zip,NK 19/20,318291
NK+42%2F30.zip,NK 42/30,318309
NK+22%2F16.zip,NK 22/16,318294
NKI+28%2F30.zip,NKI 28/30,318301
NK+26%2F20.zip,NK 26/20,318298
NK+21%2F16.zip,NK 21/16,318293
NK+18%2F20.zip,NK 18/20,318289
NK+24%2F16.zip,NK 24/16,318296
NK+22%2F20.zip,NK 22/20,318295
NKI+10%2F20.zip,NKI 10/20,318283
NK+19%2F16.zip,NK 19/16,318290
NK+20%2F20.zip,NK 20/20,318292
NK+26%2F16.zip,NK 26/16,318297
NKI+12%2F16.zip,NKI 12/16,318284
NK+28%2F20.zip,NK 28/20,318299
NK+17%2F20.zip,NK 17/20,318288
NK+16%2F20.zip,NK 16/20,318287
NKI+15%2F16.zip,NKI 15/16,318285
NKI+10%2F16.zip,NKI 10/16,318282
NK+7%2F12+TN.zip,NK 7/12 TN,318279
NKI+9%2F12.zip,NKI 9/12,318281
NK+8%2F16+TN.zip,NK 8/16 TN,318280
NK+15%2F20.zip,NK 15/20,318286
RNA+6917.zip,RNA 6917,318277
NKIA+5912.zip,NKIA 5912,318264
NKIA+5908.zip,NKIA 5908,318263
NA+6913.zip,NA 6913,318274
RNA+6909.zip,RNA 6909,318270
RNA+6911.zip,RNA 6911,318272
NA+6911.zip,NA 6911,318271
NA+6903.zip,NA 6903,318267
NKIA+5907.zip,NKIA 5907,318262
RNA+6907.zip,RNA 6907,318269
NA+6916.zip,NA 6916,318276
NA+6901.zip,NA 6901,318266
NA+6904.zip,NA 6904,318268
NK+6%2F10+TN.zip,NK 6/10 TN,318265
NKIA+5906.zip,NKIA 5906,318261
NA+6914.zip,NA 6914,318275
NKIA+5904.zip,NKIA 5904,318259
NA+6912.zip,NA 6912,318273
NKIA+5903.zip,NKIA 5903,318258
NKIA+5902.zip,NKIA 5902,318257
NA+6919.zip,NA 6919,318278
NKIA+5901.zip,NKIA 5901,318256
NA+4926.zip,NA 4926,318255
RNA+4917.zip,RNA 4917,318251
RNA+4900.zip,RNA 4900,318240
RNA+4907.zip,RNA 4907,318245
RNA+4909.zip,RNA 4909,318247
NA+4915.zip,NA 4915,318249
HK+4516.zip,HK 4516,318239
RNA+4918.zip,RNA 4918,318252
NKIB+5905.zip,NKIB 5905,318260
NA+4911.zip,NA 4911,318248
RNA+4901.zip,RNA 4901,318242
RNA+4902.2RS.zip,RNA 4902.2RS,318244
RNA+4900.2RS.zip,RNA 4900.2RS,318241
RNA+4901.2RS.zip,RNA 4901.2RS,318243
NA+4909.zip,NA 4909,318246
HK+3516.zip,HK 3516,318236
HK+4012.zip,HK 4012,318237
RNA+4924.zip,RNA 4924,318254
HK+2526.zip,HK 2526,318234
NA+4919.zip,NA 4919,318253
HK+1015.zip,HK 1015,318226
NA+2205.2RSX.zip,NA 2205.2RSX,318230
HK+3012.zip,HK 3012,318235
NKX+35.zip,NKX 35,318223
HK+1622.zip,HK 1622,318228
NA+2210.2RS.zip,NA 2210.2RS,318233
HK+0912.zip,HK 0912,318225
NUTR+30+X.zip,NUTR 30 X,318222
RNA+4916.zip,RNA 4916,318250
NA+2206.2RS.zip,NA 2206.2RS,318231
HK+4016.zip,HK 4016,318238
NA+2207.2RS.zip,NA 2207.2RS,318232
NA+2202.2RSX.zip,NA 2202.2RSX,318229
HK+1312.zip,HK 1312,318227
,IR 50X58X40,318210
,K 8X11X13 TN,318205
NKX+45.zip,NKX 45,318224
NKX+20.zip,NKX 20,318218
KR+19+X.zip,KR 19 X,318217
KR+16+X.zip,KR 16 X,318214
NATR+30.zip,NATR 30,318221
NKX+30+Z.zip,NKX 30 Z,318220
NATR+25.zip,NATR 25,318219
NUTR+17+X.zip,NUTR 17 X,318216
NATR+17.zip,NATR 17,318215
NK+12%2F12.zip,NK 12/12,318207
NATR+6.zip,NATR 6,318212
NATR+12.zip,NATR 12,318213
NA+4918.zip,NA 4918,318211
NKIB+5906.zip,NKIB 5906,318202
NUTR+50110+X.zip,NUTR 50110 X,318209
NKIB+5902.zip,NKIB 5902,318201
